Type;Dim;Time
Naive;620;5120.543000
Naive;620;5308.299000
Naive;620;4894.210000
Naive;620;4821.580000
Naive;620;4816.852000
Naive;620;4643.736000
Naive;620;4685.166000
Naive;640;6972.814000
Naive;640;7122.573000
Naive;640;7080.115000
Naive;640;7380.658000
Naive;640;7371.833000
Naive;640;6866.490000
Naive;640;7293.987000
Naive;640;7721.341000
Naive;640;7528.931000
Naive;640;9592.223000
Naive;660;9997.890000
Naive;660;10079.872000
Naive;660;13526.412000
Naive;660;14396.267000
Naive;660;11886.830000
Naive;660;10010.952000
Naive;660;10644.176000
Naive;660;10066.696000
Naive;660;10607.795000
Naive;660;10038.378000
Naive;680;10205.855000
Naive;680;10756.759000
Naive;680;8383.369000
Naive;680;7552.050000
Naive;680;8735.404000
Naive;680;8803.511000
Naive;680;7859.333000
Naive;680;8877.816000
Naive;680;8562.903000
Naive;680;7870.242000
Naive;700;8635.552000
Naive;700;9554.280000
Naive;700;7878.901000
Naive;700;9359.343000
Naive;700;9439.750000
Naive;700;8380.154000
Naive;700;8014.928000
Naive;700;8666.351000
Naive;700;11373.422000
Naive;700;7536.872000
Naive;720;8120.306000
Naive;720;7971.496000
Naive;720;8117.009000
Naive;720;8507.590000
Naive;720;8305.303000
Naive;720;8034.485000
Naive;720;8215.514000
Naive;720;7948.998000
Naive;720;8066.882000
Naive;720;8212.383000
Naive;740;9501.787000
Naive;740;9421.426000
Naive;740;9063.247000
Naive;740;10630.961000
Naive;740;10588.135000
Naive;740;9723.705000
Naive;740;9292.066000
Naive;740;9307.830000
Naive;740;9176.620000
Naive;740;9824.177000
Naive;760;13340.137000
Naive;760;13405.363000
Naive;760;13974.218000
Naive;760;14809.481000
Naive;760;20655.514000
Naive;760;17378.893000
Naive;760;19512.002000
Naive;760;15809.269000
Naive;760;15341.600000
Naive;760;14450.369000
Naive;780;13057.516000
Naive;780;13061.609000
Naive;780;12498.799000
Naive;780;12374.065000
Naive;780;12807.880000
Naive;780;13000.390000
Naive;780;12776.561000
Naive;780;13266.864000
Naive;780;14581.953000
Naive;780;12544.737000
Naive;800;13965.191000
Naive;800;18142.101000
Naive;800;23415.316000
Naive;800;16893.270000
Naive;800;12758.470000
Naive;800;13352.598000
Naive;800;14042.151000
Naive;800;16425.032000
Naive;800;13611.117000
Naive;800;11844.093000
